-37.0703,0.0698854,-0.158947
-37.0679,0.00547382,-0.0149296
-37.0654,-0.0344286,0.0488315
-37.063,-0.0238466,-0.0470862
-37.0605,0.0229402,-0.00756051
-37.0581,-0.0646619,0.0713053
-37.0556,0.0637625,0.11191
-37.0532,-0.0726253,-0.0476107
-37.0507,0.000787646,0.00323295
-37.0483,-0.016176,0.0765534
-37.0459,0.0317733,-0.0547226
-37.0434,-0.150786,0.0659505
-37.041,0.116609,-0.00409605
-37.0385,0.0448406,0.103099
-37.0361,-0.124286,-0.0789764
-37.0336,0.0839834,-0.00538812
-37.0312,-0.029047,0.0588064
-37.0287,-0.0419543,-0.017599
-37.0263,-0.128181,-0.0639586
-37.0238,0.206977,0.00044145
-37.0214,0.0200067,0.00586703
-37.0189,0.0246554,0.0624289
-37.0165,-0.178561,0.0418295
-37.0141,0.0294435,-0.024826
-37.0116,0.0880291,-0.0756423
-37.0092,-0.0758455,0.149136
-37.0067,-0.00108569,0.00983319
-37.0043,-0.0413864,-0.0643101
-37.0018,-0.124546,0.0527152
-36.9994,-0.139556,0.101961
-36.9969,-0.055771,0.035448
-36.9945,0.0621905,0.0942856
-36.992,0.0691915,0.00796356
-36.9896,0.0441327,-0.101137
-36.9871,-0.0176143,0.179873
-36.9847,0.0571052,-0.0505385
-36.9823,-0.0993303,-0.0175253
-36.9798,0.0813958,0.101746
-36.9774,0.0686098,-0.0770517
-36.9749,0.0102978,-0.0151705
-36.9725,-0.0512855,-0.0619052
-36.97,0.0874301,-0.0193583
-36.9676,0.0336987,-0.0693923
-36.9651,0.0644376,0.0500406
-36.9627,-0.0626441,-0.0787853
-36.9602,0.0228206,0.0667802
-36.9578,-0.0877938,0.0964445
-36.9553,-0.0843245,0.000897201
-36.9529,0.00616208,-0.0621786
-36.9505,0.0120611,0.106588
-36.948,-0.0744204,-0.0435466
-36.9456,0.044657,-0.00810214
-36.9431,-0.045861,-0.0650343
-36.9407,0.0240757,0.186782
-36.9382,-0.142764,-0.110161
-36.9358,0.00585202,0.0735234
-36.9333,0.0182701,0.0617464
-36.9309,-0.108413,-0.059707
-36.9284,-0.0475815,0.0168443
-36.926,0.0672591,0.023966
-36.9235,-0.0484446,-0.0195718
-36.9211,0.014917,-0.0953675
-36.9187,0.067591,0.0650104
-36.9162,0.0556326,0.0410278
-36.9138,-0.0467774,-0.0137337
-36.9113,0.177766,0.150049
-36.9089,-0.0496699,0.0359934
-36.9064,-0.0166698,0.0880461
-36.904,0.0340158,-0.113959
-36.9015,-0.177007,0.00709268
-36.8991,0.000149046,0.0523469
-36.8966,0.0798639,0.030248
-36.8942,-0.033063,0.0539037
-36.8917,-0.0252207,-0.0580514
-36.8893,-0.0263698,0.120105
-36.8868,0.166765,-0.0365566
-36.8844,-0.0169229,-0.0206819
-36.882,0.0688302,0.107832
-36.8795,0.131916,-0.0775133
-36.8771,-0.0290984,-0.0460583
-36.8746,-0.229389,-0.0393092
-36.8722,-0.0268516,-0.0146248
-36.8697,-0.0432376,-0.0337591
-36.8673,0.0175154,0.0889809
-36.8648,-0.0956614,0.141022
-36.8624,-0.17397,0.0868253
-36.8599,0.0312666,-0.0324142
-36.8575,-0.108598,-0.00805162
-36.855,-0.104346,-0.100247
-36.8526,0.021473,-0.00144678
-36.8502,0.0973852,0.0362817
-36.8477,-0.0376764,-0.0572161
-36.8453,0.0209489,-0.130732
-36.8428,-0.144772,0.00710116
-36.8404,-0.0862674,0.0581975
-36.8379,0.121993,0.004807
-36.8355,-0.0239942,0.0659105
-36.833,-0.150668,-0.0648848
-36.8306,0.0188811,-0.0519919
-36.8281,-0.0571285,0.0219376
-36.8257,-0.0837219,0.0245049
-36.8232,-0.0288422,-0.098639
-36.8208,0.00611491,-0.0748069
-36.8183,0.058311,-0.0769441
-36.8159,-0.0650608,-0.0502815
-36.8135,-0.0684338,0.0445302
-36.811,-0.128515,-0.0743846
-36.8086,0.0509533,0.0262134
-36.8061,-0.0187517,0.157756
-36.8037,0.0488364,-0.0357694
-36.8012,-0.00928873,0.0482953
-36.7988,-0.167156,0.105135
-36.7963,-0.0224339,0.17817
-36.7939,-0.141957,-0.0306341
-36.7914,0.145772,-0.0585778
-36.789,-0.0249179,0.00239409
-36.7865,-0.119249,-0.0831407
-36.7841,0.00802245,0.0220573
-36.7817,-0.0967641,-0.142053
-36.7792,-0.0987318,-0.13151
-36.7768,-0.102475,-0.092803
-36.7743,-0.0383395,0.0357946
-36.7719,-0.0494225,0.00437281
-36.7694,-0.117357,0.0542162
-36.767,-0.0313727,-0.0234836
-36.7645,-0.0975408,-0.0702749
-36.7621,0.148534,0.047552
-36.7596,0.0340826,0.0925141
-36.7572,0.0545035,-0.046803
-36.7547,-0.0246771,-0.0425134
-36.7523,-0.0975445,0.0243539
-36.7499,-0.0067906,-0.00869196
-36.7474,0.000195093,-0.00251794
-36.745,-0.0566131,0.176112
-36.7425,-0.0583343,0.0214896
-36.7401,-0.221288,0.115755
-36.7376,0.0536682,-0.0926509
-36.7352,0.154371,-0.0230231
-36.7327,-0.0438435,-0.0453002
-36.7303,0.0250044,-0.00223023
-36.7278,-0.0657026,0.144591
-36.7254,0.023545,-0.110044
-36.7229,-0.0241669,0.148282
-36.7205,-0.00968683,-0.0885749
-36.7181,0.0773989,0.134205
-36.7156,0.0600159,0.1359
-36.7132,-0.0212888,-0.17946
-36.7107,0.035937,-0.021952
-36.7083,-0.101837,-0.0538364
-36.7058,0.00024991,-0.0375436
-36.7034,0.103853,0.100671
-36.7009,-0.0896967,0.0419454
-36.6985,-0.154385,0.025448
-36.696,-0.086267,0.0517369
-36.6936,0.0222124,0.00961672
-36.6911,-0.0618714,0.0123899
-36.6887,-0.00648618,0.162476
-36.6863,-0.0440772,0.108113
-36.6838,-0.0276283,-0.0166486
-36.6814,0.0294249,-0.0329353
-36.6789,0.0794896,-0.058734
-36.6765,0.169322,0.0834391
-36.674,0.00482985,-0.038079
-36.6716,-0.00744216,0.0660127
-36.6691,-0.164731,-0.0476754
-36.6667,-0.142568,-0.0341152
-36.6642,-0.0402468,-0.0368035
-36.6618,0.115665,0.065165
-36.6593,-0.0248421,0.0218565
-36.6569,-0.0151017,0.0168983
-36.6544,-0.179428,-0.221775
-36.652,-0.0972888,-0.0683395
-36.6496,-0.00751971,-0.0133599
-36.6471,0.0368376,-0.0314038
-36.6447,0.0665102,0.0223776
-36.6422,0.0354432,-0.030291
-36.6398,0.0127973,0.155122
-36.6373,0.0182522,0.0346007
-36.6349,0.0102472,0.0160781
-36.6324,-0.0393932,0.00924738
-36.63,-0.0289599,-0.0329698
-36.6275,-0.0170996,-0.0159328
-36.6251,-0.0825712,0.0487297
-36.6226,-0.0108476,-0.0538358
-36.6202,-0.0646142,-0.0363864
-36.6178,0.0856864,0.0328219
-36.6153,-0.0790139,0.196653
-36.6129,-0.101308,0.0322688
-36.6104,-0.0554752,0.0466795
-36.608,-0.0011902,0.132117
-36.6055,-0.0201472,-0.0468498
-36.6031,-0.0831684,-0.0258659
-36.6006,0.047893,-0.114451
-36.5982,0.0180381,0.138692
-36.5957,-0.0242999,0.149599
-36.5933,-0.10079,-0.0603661
-36.5908,-0.0751291,-0.0110561
-36.5884,-0.0175392,-0.00290714
-36.5859,-0.104274,-0.136293
-36.5835,0.0857731,0.144256
-36.5811,0.00907716,0.0425047
-36.5786,0.00339519,0.0275652
-36.5762,0.0462411,0.0406615
-36.5737,-0.0628156,-0.0407556
-36.5713,0.167062,-0.0295195
-36.5688,0.0615126,0.044358
-36.5664,-0.128611,-0.145693
-36.5639,0.0277509,0.0115303
-36.5615,-0.0163227,-0.0512541
-36.559,0.00404409,0.074709
-36.5566,-0.0876593,-0.0855584
-36.5541,0.0607238,0.00064109
-36.5517,0.00422028,-0.0486327
-36.5493,-0.00819688,0.0379673
-36.5468,-0.0825895,-0.0396245
-36.5444,0.106765,-0.0904268
-36.5419,-0.123874,0.0276776
-36.5395,0.0384487,-0.00856307
-36.537,0.14175,0.0629395
-36.5346,0.0630968,-0.129787
-36.5321,-0.0392183,0.0562978
-36.5297,0.175459,0.067002
-36.5272,-0.117068,-0.0201421
-36.5248,-0.0585195,0.0161448
-36.5223,0.0293889,0.0296961
-36.5199,-0.0221094,0.0490353
-36.5175,-0.0938198,0.0816109
-36.515,-0.0688512,-0.0290076
-36.5126,0.068684,-0.0316522
-36.5101,-0.028234,-0.0125135
-36.5077,-0.0425448,-0.0466192
-36.5052,-0.0789619,-0.0458107
-36.5028,0.095045,-0.074101
-36.5003,0.109343,0.117539
-36.4979,0.0575272,-0.0804884
-36.4954,-0.235302,0.150055
-36.493,-0.0583357,0.0547632
-36.4905,0.102951,-0.0223281
-36.4881,-0.183661,0.00435311
